,ZCTA,Total population,Total population Male,Total population Female,Total population Sex ratio (males per 100 females),Total population Under 5 years,Total population 5 to 9 years,Total population 10 to 14 years,Total population 15 to 19 years,Total population 20 to 24 years,Total population 25 to 34 years,Total population 35 to 44 years,Total population 45 to 54 years,Total population 55 to 59 years,Total population 60 to 64 years,Total population 65 to 74 years,Total population 75 to 84 years,Total population 85 years and over,Total population Median age (years),Total population Under 18 years,Total population 16 years and over,Total population 18 years and over,Total population 21 years and over,Total population 62 years and over,Total population 65 years and over,Total population 18 years and over.1,Total population 18 years and over Male,Total population 18 years and over Female,Total population 18 years and over Sex ratio (males per 100 females),Total population 65 years and over.1,Total population 65 years and over Male,Total population 65 years and over Female,Total population 65 years and over Sex ratio (males per 100 females),Total population One race,Total population Two or More Races,Total population One race.1,Total population One race White,Total population One race Black or African American,Total population One race American Indian and Alaska Native,Total population One race American Indian and Alaska Native Cherokee tribal grouping,Total population One race American Indian and Alaska Native Chippewa tribal grouping,Total population One race American Indian and Alaska Native Navajo tribal grouping,Total population One race American Indian and Alaska Native Sioux tribal grouping,Total population One race Asian,Total population One race Asian Asian Indian,Total population One race Asian Chinese,Total population One race Asian Filipino,Total population One race Asian Japanese,Total population One race Asian Korean,Total population One race Asian Vietnamese,Total population One race Asian Other Asian,Total population One race Native Hawaiian and Other Pacific Islander,Total population One race Native Hawaiian and Other Pacific Islander Chamorro,Total population One race Native Hawaiian and Other Pacific Islander Native Hawaiian,Total population One race Native Hawaiian and Other Pacific Islander Samoan,Total population One race Native Hawaiian and Other Pacific Islander Other Native Hawaiian and Other Pacific Islander,Total population One race Some Other Race,Total population Two or More Races.1,Total population Two or More Races White and Black or African American,Total population Two or More Races White and American Indian and Alaska Native,Total population Two or More Races White and Asian,Total population Two or More Races White and Some Other Race,Total population Two or More Races Black or African American and American Indian and Alaska Native,Total population Two or More Races Black or African American and Some Other Race,Total population White,Total population Black or African American,Total population American Indian and Alaska Native,Total population Asian,Total population Native Hawaiian and Other Pacific Islander,Total population Some Other Race,Total population Hispanic or Latino (of any race),Total population Hispanic or Latino (of any race) Mexican,Total population Hispanic or Latino (of any race) Puerto Rican,Total population Hispanic or Latino (of any race) Cuban,Total population Hispanic or Latino (of any race) Other Hispanic or Latino,Total population Not Hispanic or Latino,Total population Not Hispanic or Latino White alone,Total population Not Hispanic or Latino Black or African American alone,Total population Not Hispanic or Latino American Indian and Alaska Native alone,Total population Not Hispanic or Latino Asian alone,Total population Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Total population Not Hispanic or Latino Some Other Race alone,Total population Not Hispanic or Latino Two or More Races,Total population Not Hispanic or Latino Two or More Races Two races including Some Other Race,"Total population Not Hispanic or Latino Two or More Races Two races excluding Some Other Race, and three or more races","Citizen, 18 and over population","Citizen, 18 and over population Male","Citizen, 18 and over population Female"
443,81303,"9,440","4,674","4,766",98.1,481,577,418,792,251,"1,312","1,418","1,073",797,522,"1,153",471,175,39.5,"2,056","7,732","7,384","7,028","2,112","1,799","7,384","3,756","3,628",103.5,"1,799",807,992,81.4,"8,485",955,"8,485","7,645",14,132,0,0,16,0,149,0,56,69,7,0,11,6,0,0,0,0,0,545,955,44,41,45,765,0,0,"8,597",112,230,197,3,"1,313","2,276","1,448",9,0,819,"7,164","6,492",14,121,149,0,186,202,15,187,"7,092","3,590","3,502"
444,81320,485,305,180,169.4,0,25,25,52,0,0,76,72,0,92,26,81,36,52.8,86,435,399,383,205,143,399,219,180,121.7,143,75,68,110.3,470,15,470,382,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,397,0,88,0,15,0,0,0,0,0,0,485,382,0,88,0,0,0,15,0,15,399,219,180
445,81321,"14,649","7,160","7,489",95.6,490,"1,009","1,072",817,703,"1,713","1,857","1,390",720,"1,397","2,179",927,375,42.7,"3,118","11,830","11,531","11,065","4,324","3,481","11,531","5,615","5,916",94.9,"3,481","1,693","1,788",94.7,"13,444","1,205","13,444","11,419",156,"1,212",3,0,830,0,180,0,94,54,8,0,0,24,0,0,0,0,0,477,"1,205",50,645,47,384,0,69,"12,555",275,"1,857",227,10,930,"2,497","1,143",71,0,"1,283","12,152","10,130",156,815,180,0,58,813,138,675,"11,329","5,519","5,810"
446,81323,"5,070","2,583","2,487",103.9,272,187,364,303,189,636,418,764,402,417,690,332,96,47.0,977,"4,193","4,093","3,944","1,354","1,118","4,093","2,076","2,017",102.9,"1,118",480,638,75.2,"4,818",252,"4,818","4,501",172,78,0,6,25,0,4,0,0,0,4,0,0,0,0,0,0,0,0,63,252,11,132,0,70,0,0,"4,753",183,249,4,0,172,507,123,0,0,384,"4,563","4,144",172,78,4,0,11,154,11,143,"3,897","1,904","1,993"
447,81324,"1,508",843,665,126.8,64,54,38,60,27,74,160,90,136,154,519,101,31,60.8,193,"1,344","1,315","1,292",703,651,"1,315",699,616,113.5,651,309,342,90.4,"1,476",32,"1,476","1,309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,32,27,5,0,0,0,0,"1,341",27,5,0,0,167,294,286,0,0,8,"1,214","1,182",0,0,0,0,0,32,0,32,"1,315",699,616
448,81325,73,33,40,82.5,0,0,0,0,0,0,0,0,7,35,22,0,9,64.3,0,73,73,73,57,31,73,33,40,82.5,31,24,7,342.9,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,73,33,40
449,81326,"2,611","1,237","1,374",90.0,143,73,101,168,78,166,319,394,196,213,624,120,16,51.9,415,"2,252","2,196","2,075",905,760,"2,196","1,059","1,137",93.1,760,355,405,87.7,"2,507",104,"2,507","2,289",0,172,0,0,133,0,11,0,0,0,4,0,0,7,1,0,0,0,1,34,104,5,38,3,58,0,0,"2,393",5,210,14,1,92,209,111,0,5,93,"2,402","2,146",0,172,11,1,18,54,8,46,"2,157","1,037","1,120"
450,81327,330,155,175,88.6,27,18,5,0,13,65,14,38,50,21,66,0,13,52.6,50,280,280,280,100,79,280,127,153,83.0,79,30,49,61.2,318,12,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,330,0,12,0,0,0,0,0,0,0,0,330,318,0,0,0,0,0,12,0,12,280,127,153
451,81328,"3,983","2,011","1,972",102.0,174,207,150,170,89,302,577,406,150,573,744,297,144,52.2,639,"3,410","3,344","3,282","1,455","1,185","3,344","1,680","1,664",101.0,"1,185",567,618,91.7,"3,866",117,"3,866","3,797",0,23,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,34,117,0,46,0,71,0,0,"3,914",0,69,12,0,105,372,337,7,0,28,"3,611","3,531",0,11,12,0,0,57,11,46,"3,296","1,680","1,616"
452,81330,132,119,13,915.4,0,0,0,28,0,0,0,0,0,0,87,17,0,68.3,0,132,132,104,104,104,132,119,13,915.4,104,104,0,-,132,0,132,115,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,17,0,0,0,0,0,0,0,132,115,0,0,17,0,0,0,0,0,132,119,13
453,81331,208,118,90,131.1,37,0,0,5,77,0,0,11,0,27,13,38,0,24.7,42,171,166,166,65,51,166,76,90,84.4,51,13,38,34.2,208,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,208,208,0,0,0,0,0,0,0,0,166,76,90
454,81332,445,204,241,84.6,0,0,28,31,18,45,89,30,46,29,114,15,0,54.1,59,410,386,386,158,129,386,186,200,93.0,129,52,77,67.5,403,42,403,347,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,6,15,0,21,0,0,389,6,63,0,0,29,25,8,0,0,17,420,330,0,48,0,0,8,34,13,21,373,186,187
455,81334,"1,691",869,822,105.7,229,172,146,249,128,185,222,92,59,50,111,48,0,21.1,678,"1,124","1,013",852,163,159,"1,013",428,585,73.2,159,88,71,123.9,"1,668",23,"1,668",87,6,"1,569",0,0,27,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,23,0,18,0,4,0,0,110,6,"1,588",7,0,4,7,7,0,0,0,"1,684",87,6,"1,566",6,0,0,19,0,19,984,399,585
456,81335,54,33,21,157.1,0,0,0,0,0,0,11,21,22,0,0,0,0,54.8,0,54,54,54,0,0,54,33,21,157.1,0,0,0,-,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,54,33,21
457,81401,"23,665","11,475","12,190",94.1,"1,164","1,187","1,646","1,303","1,084","2,515","2,507","2,876","1,724","1,729","3,242","2,066",622,47.4,"4,851","19,346","18,814","17,979","6,812","5,930","18,814","8,858","9,956",89.0,"5,930","2,721","3,209",84.8,"20,963","2,702","20,963","19,870",90,320,27,0,0,0,175,0,11,82,6,20,10,46,4,0,4,0,0,504,"2,702",88,35,306,"2,189",0,0,"22,572",207,439,530,4,"2,699","4,782","3,967",84,0,731,"18,883","17,852",85,225,175,4,30,512,178,334,"17,866","8,365","9,501"
458,81403,"11,384","5,766","5,618",102.6,579,690,625,452,580,920,"1,546","1,240",726,"1,037","2,062",827,100,48.1,"2,218","9,447","9,166","8,919","3,610","2,989","9,166","4,658","4,508",103.3,"2,989","1,481","1,508",98.2,"10,094","1,290","10,094","9,473",66,181,0,0,54,0,50,0,0,29,3,0,0,18,0,0,0,0,0,324,"1,290",31,172,3,"1,018",0,0,"10,763",154,419,53,0,"1,351","2,324","1,854",0,0,470,"9,060","8,380",66,181,50,0,58,325,96,229,"8,820","4,384","4,436"
459,81410,"1,768",848,920,92.2,62,71,60,75,82,260,157,178,140,147,318,189,29,53.7,256,"1,534","1,512","1,500",602,536,"1,512",704,808,87.1,536,223,313,71.2,"1,674",94,"1,674","1,615",0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,48,94,0,18,16,22,0,0,"1,709",0,56,65,0,70,173,132,0,0,41,"1,595","1,490",0,0,11,0,0,94,22,72,"1,433",645,788
460,81411,2,2,0,-,0,0,0,0,0,0,0,0,0,0,0,2,0,-,0,2,2,2,2,2,2,2,0,-,2,2,0,-,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0
461,81413,"5,736","2,778","2,958",93.9,254,302,393,412,238,466,556,540,488,315,"1,247",473,52,48.7,"1,212","4,668","4,524","4,323","1,963","1,772","4,524","2,045","2,479",82.5,"1,772",823,949,86.7,"5,572",164,"5,572","5,314",12,16,4,0,0,12,22,0,0,12,0,0,10,0,0,0,0,0,0,208,164,0,72,29,60,0,3,"5,475",15,88,51,0,271,333,214,21,43,55,"5,403","5,054",12,16,22,0,184,115,14,101,"4,519","2,045","2,474"
462,81415,"2,137",889,"1,248",71.2,35,65,290,251,95,75,230,191,132,152,341,112,168,49.1,415,"1,747","1,722","1,489",732,621,"1,722",657,"1,065",61.7,621,293,328,89.3,"1,883",254,"1,883","1,842",0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,27,254,3,7,42,202,0,0,"2,096",3,7,56,0,229,558,52,0,0,506,"1,579","1,509",0,0,14,0,0,56,4,52,"1,718",657,"1,061"
463,81416,"13,812","7,500","6,312",118.8,677,788,964,831,795,"1,119","1,817","1,487",745,"1,419","1,825",939,406,44.6,"2,946","11,225","10,866","10,407","3,950","3,170","10,866","5,978","4,888",122.3,"3,170","1,574","1,596",98.6,"12,063","1,749","12,063","11,313",104,223,61,26,71,0,122,0,1,18,0,0,0,103,0,0,0,0,0,301,"1,749",0,323,0,"1,371",0,0,"13,062",104,547,176,0,"1,727","3,288","2,339",16,0,933,"10,524","9,677",104,154,122,0,59,408,85,323,"10,567","5,823","4,744"
464,81418,"1,498",663,835,79.4,36,49,70,124,36,144,160,246,143,115,200,105,70,51.9,261,"1,327","1,237","1,183",411,375,"1,237",611,626,97.6,375,170,205,82.9,"1,484",14,"1,484","1,484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,2,2,0,0,"1,498",0,10,2,0,2,35,35,0,0,0,"1,463","1,451",0,0,0,0,0,12,0,12,"1,237",611,626
465,81419,"3,044","1,447","1,597",90.6,253,52,72,63,149,417,227,209,303,397,490,268,144,55.8,430,"2,631","2,614","2,604","1,171",902,"2,614","1,270","1,344",94.5,902,428,474,90.3,"3,006",38,"3,006","2,937",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,38,0,1,0,36,0,0,"2,975",0,3,1,1,103,239,239,0,0,0,"2,805","2,710",0,0,0,0,57,38,36,2,"2,547","1,226","1,321"
466,81422,479,269,210,128.1,16,36,11,28,18,53,35,42,45,73,74,41,7,55.0,84,416,395,382,171,122,395,205,190,107.9,122,59,63,93.7,476,3,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,479,0,0,1,0,2,17,17,0,0,0,462,461,0,0,0,0,0,1,0,1,395,205,190
467,81423,"1,590",865,725,119.3,58,66,78,61,26,179,171,187,84,204,322,51,103,52.0,233,"1,366","1,357","1,319",601,476,"1,357",735,622,118.2,476,267,209,127.8,"1,574",16,"1,574","1,574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,6,0,0,"1,590",0,10,0,0,6,155,155,0,0,0,"1,435","1,419",0,0,0,0,0,16,6,10,"1,320",730,590
468,81424,"1,098",552,546,101.1,47,68,53,40,32,96,114,73,44,82,273,116,60,57.0,204,925,894,881,510,449,894,415,479,86.6,449,201,248,81.0,"1,089",9,"1,089","1,076",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,"1,085",13,0,0,0,9,36,35,0,0,1,"1,062","1,049",13,0,0,0,0,0,0,0,894,415,479
469,81425,"5,559","2,932","2,627",111.6,201,355,413,544,330,662,726,653,391,205,538,359,182,39.2,"1,249","4,518","4,310","4,001","1,226","1,079","4,310","2,225","2,085",106.7,"1,079",430,649,66.3,"4,682",877,"4,682","4,562",11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,108,877,86,23,0,768,0,0,"5,439",97,23,0,1,876,"1,671","1,563",2,0,106,"3,888","3,789",0,0,0,1,0,98,0,98,"3,927","1,954","1,973"
470,81426,180,90,90,100.0,16,4,17,7,0,40,27,56,7,4,2,0,0,35.9,44,141,136,136,2,2,136,76,60,126.7,2,2,0,-,180,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,1,0,0,0,1,179,179,0,0,0,0,0,0,0,0,136,76,60
471,81427,"1,227",603,624,96.6,22,27,64,57,64,137,158,161,44,85,242,126,40,50.5,170,"1,107","1,057","1,035",481,408,"1,057",491,566,86.7,408,212,196,108.2,"1,178",49,"1,178","1,100",65,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,3,49,0,0,0,41,0,0,"1,141",65,0,18,8,44,106,96,0,0,10,"1,121","1,100",0,0,10,0,3,8,0,8,"1,043",491,552
472,81428,"3,679","1,808","1,871",96.6,96,131,288,216,61,314,513,476,253,213,682,360,76,49.7,682,"3,090","2,997","2,936","1,286","1,118","2,997","1,446","1,551",93.2,"1,118",510,608,83.9,"3,501",178,"3,501","3,397",74,0,0,0,0,0,26,0,12,0,14,0,0,0,0,0,0,0,0,4,178,0,36,0,124,0,0,"3,557",74,36,44,0,146,267,219,0,0,48,"3,412","3,245",66,0,26,0,0,75,39,36,"2,907","1,435","1,472"
473,81429,106,67,39,171.8,0,0,0,6,0,0,5,0,8,8,27,52,0,67.0,0,106,106,100,87,79,106,67,39,171.8,79,48,31,154.8,106,0,106,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,0,0,0,0,1,1,0,0,0,1,105,105,0,0,0,0,0,0,0,0,106,67,39
474,81430,745,394,351,112.3,29,31,19,32,22,61,94,70,86,67,181,42,11,56.2,99,661,646,634,273,234,646,351,295,119.0,234,160,74,216.2,745,0,745,730,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,15,0,0,0,28,28,0,0,0,717,702,0,15,0,0,0,0,0,0,646,351,295
475,81431,555,320,235,136.2,23,46,66,40,26,38,88,64,29,38,22,71,4,41.8,164,420,391,380,110,97,391,252,139,181.3,97,42,55,76.4,490,65,490,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65,0,13,0,52,0,0,547,0,13,0,0,60,44,44,0,0,0,511,482,0,0,0,0,8,21,8,13,391,252,139
476,81432,"3,075","1,624","1,451",111.9,123,69,90,119,67,351,217,369,225,294,837,278,36,57.9,401,"2,723","2,674","2,674","1,334","1,151","2,674","1,402","1,272",110.2,"1,151",648,503,128.8,"2,899",176,"2,899","2,824",33,0,0,0,0,0,5,0,2,0,0,3,0,0,0,0,0,0,0,37,176,17,13,71,75,0,0,"3,000",50,13,76,0,112,100,54,0,0,46,"2,975","2,784",33,0,5,0,4,149,48,101,"2,621","1,391","1,230"
477,81433,627,342,285,120.0,11,16,31,21,52,71,109,51,39,76,108,23,19,45.2,79,557,548,541,189,150,548,291,257,113.2,150,76,74,102.7,558,69,558,553,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,9,4,56,0,0,622,0,14,4,0,56,126,99,0,0,27,501,478,0,5,0,0,0,18,5,13,522,277,245
478,81434,158,61,97,62.9,0,0,4,25,5,29,0,31,20,12,32,0,0,51.2,13,150,145,129,44,32,145,52,93,55.9,32,4,28,14.3,158,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,5,0,0,0,5,153,153,0,0,0,0,0,0,0,0,145,52,93
479,81435,"5,602","3,084","2,518",122.5,126,314,323,247,332,"1,105",935,875,454,271,500,112,8,38.3,942,"4,781","4,660","4,549",749,620,"4,660","2,492","2,168",114.9,620,324,296,109.5,"5,334",268,"5,334","5,022",44,49,0,0,41,0,57,0,10,40,0,0,0,7,0,0,0,0,0,162,268,0,92,18,158,0,0,"5,290",44,141,75,0,320,736,631,0,11,94,"4,866","4,575",44,49,57,0,19,122,12,110,"4,284","2,316","1,968"
480,81501,"23,998","12,839","11,159",115.1,"1,058","1,079",830,"2,143","2,782","4,052","2,819","2,319","1,193","1,760","2,299","1,033",631,35.1,"3,322","20,899","20,676","17,962","5,177","3,963","20,676","11,015","9,661",114.0,"3,963","1,874","2,089",89.7,"21,988","2,010","21,988","20,900",250,239,0,31,0,0,149,0,5,39,46,0,25,34,42,0,3,0,39,408,"2,010",246,337,184,"1,061",17,0,"22,846",534,651,392,140,"1,494","4,408","2,522",63,43,"1,780","19,590","18,082",234,205,149,42,113,765,71,694,"19,999","10,763","9,236"
481,81503,"16,152","7,925","8,227",96.3,"1,203",801,"1,066",891,747,"2,143","2,129","1,691","1,229","1,185","2,028",833,206,40.5,"3,605","12,970","12,547","11,945","3,762","3,067","12,547","6,172","6,375",96.8,"3,067","1,597","1,470",108.6,"14,756","1,396","14,756","14,110",65,265,50,0,0,0,139,0,5,109,0,0,0,25,0,0,0,0,0,177,"1,396",54,234,221,836,0,0,"15,498",119,524,386,26,"1,038","2,381","1,297",105,0,979,"13,771","13,025",59,83,139,0,0,465,69,396,"12,222","6,078","6,144"
482,81504,"31,380","15,597","15,783",98.8,"2,182","2,340","2,242","1,577","1,428","4,929","4,052","3,433","2,214","1,780","3,216","1,560",427,37.3,"7,726","24,437","23,654","22,808","6,169","5,203","23,654","11,288","12,366",91.3,"5,203","2,279","2,924",77.9,"26,722","4,658","26,722","25,351",349,348,0,0,198,0,132,0,103,20,0,9,0,0,17,17,0,0,0,525,"4,658",35,453,182,"3,880",0,0,"30,009",414,884,339,17,"4,483","6,406","4,216",376,44,"1,770","24,974","23,246",293,158,132,17,140,988,304,684,"22,544","10,761","11,783"
483,81505,"11,629","5,898","5,731",102.9,553,791,512,569,738,"1,835","1,651","1,411",738,847,"1,103",646,235,40.7,"2,299","9,537","9,330","9,102","2,505","1,984","9,330","4,739","4,591",103.2,"1,984","1,019",965,105.6,"10,483","1,146","10,483","10,010",58,0,0,0,0,0,186,0,73,25,20,51,0,17,0,0,0,0,0,229,"1,146",208,109,11,724,0,0,"11,146",266,152,209,39,"1,008","2,034","1,016",165,0,853,"9,595","8,823",58,0,166,0,24,524,157,367,"9,036","4,561","4,475"
484,81506,"11,879","5,315","6,564",81.0,287,680,541,700,747,"1,289","1,187",957,626,"1,002","1,675","1,075","1,113",51.7,"1,878","10,263","10,001","9,581","4,443","3,863","10,001","4,281","5,720",74.8,"3,863","1,383","2,480",55.8,"11,335",544,"11,335","10,659",39,0,0,0,0,0,248,5,0,79,19,14,0,131,0,0,0,0,0,389,544,96,87,58,280,0,0,"11,191",135,87,318,23,669,984,610,0,66,308,"10,895","10,266",39,0,248,0,84,258,41,217,"9,942","4,276","5,666"
485,81507,"16,162","7,920","8,242",96.1,709,"1,082","1,001",802,378,"1,247","1,971","1,592",964,"1,514","3,195","1,273",434,50.4,"3,387","13,116","12,775","12,456","5,731","4,902","12,775","6,189","6,586",94.0,"4,902","2,288","2,614",87.5,"15,279",883,"15,279","14,757",45,10,0,0,0,0,218,0,151,0,37,30,0,0,0,0,0,0,0,249,883,21,0,149,707,0,0,"15,640",71,16,367,0,957,"1,294",723,12,25,534,"14,868","14,343",45,10,218,0,15,237,89,148,"12,740","6,189","6,551"
486,81520,"13,682","6,683","6,999",95.5,941,933,606,"1,165","1,150","1,932","1,870","1,621",653,808,"1,389",419,195,35.5,"3,177","11,042","10,505","9,863","2,454","2,003","10,505","5,193","5,312",97.8,"2,003",987,"1,016",97.1,"13,026",656,"13,026","12,224",114,71,0,0,0,0,305,61,52,150,0,0,42,0,1,0,1,0,0,311,656,16,158,76,350,22,0,"12,858",152,285,381,1,695,"3,113","2,080",119,0,914,"10,569","9,796",114,22,305,1,98,233,36,197,"9,909","4,957","4,952"
487,81521,"16,431","7,877","8,554",92.1,716,"1,077","1,453","1,486",628,"1,673","2,092","2,332",978,784,"1,559","1,113",540,41.5,"4,382","12,774","12,049","11,533","3,566","3,212","12,049","5,907","6,142",96.2,"3,212","1,418","1,794",79.0,"14,943","1,488","14,943","14,121",152,221,164,0,28,0,131,64,0,67,0,0,0,0,0,0,0,0,0,318,"1,488",104,17,93,937,0,11,"15,598",267,564,224,0,"1,592","1,806","1,274",37,0,495,"14,625","13,597",152,200,131,0,83,462,248,214,"11,969","5,907","6,062"
488,81522,107,55,52,105.8,0,0,0,0,0,0,0,0,0,0,107,0,0,69.0,0,107,107,107,107,107,107,55,52,105.8,107,55,52,105.8,107,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,107,55,52
489,81523,669,421,248,169.8,9,0,5,11,0,0,22,177,82,133,165,29,36,60.5,25,655,644,644,274,230,644,407,237,171.7,230,194,36,538.9,653,16,653,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,669,0,16,0,0,0,0,0,0,0,0,669,653,0,0,0,0,0,16,0,16,628,407,221
490,81524,"2,670","1,221","1,449",84.3,65,231,360,248,157,254,365,244,333,16,280,117,0,36.0,802,"2,009","1,868","1,727",413,397,"1,868",910,958,95.0,397,203,194,104.6,"2,455",215,"2,455","2,328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,215,0,0,9,206,0,0,"2,543",0,0,9,0,333,349,97,0,0,252,"2,321","2,282",0,0,0,0,30,9,0,9,"1,868",910,958
491,81525,"1,490",791,699,113.2,105,110,134,154,80,64,246,182,96,53,218,48,0,41.5,503,"1,056",987,965,281,266,987,548,439,124.8,266,206,60,343.3,"1,490",0,"1,490","1,490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,490",0,0,0,0,0,16,0,0,16,0,"1,474","1,474",0,0,0,0,0,0,0,0,987,548,439
492,81526,"5,110","2,551","2,559",99.7,250,231,211,192,169,405,749,604,495,682,783,210,129,51.5,824,"4,347","4,286","4,207","1,555","1,122","4,286","2,045","2,241",91.3,"1,122",466,656,71.0,"4,727",383,"4,727","4,649",9,31,4,0,6,0,5,0,0,0,0,0,0,5,0,0,0,0,0,33,383,34,89,1,92,0,0,"5,032",43,287,6,0,292,541,328,0,0,213,"4,569","4,383",9,10,5,0,15,147,23,124,"4,191","1,963","2,228"
493,81527,"1,497",820,677,121.1,55,15,32,79,77,169,105,235,180,179,303,68,0,54.7,156,"1,394","1,341","1,280",532,371,"1,341",719,622,115.6,371,202,169,119.5,"1,478",19,"1,478","1,391",6,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,46,19,0,17,0,2,0,0,"1,410",6,17,35,0,48,93,92,0,0,1,"1,404","1,346",6,0,35,0,0,17,0,17,"1,340",718,622
494,81601,"16,547","8,105","8,442",96.0,875,"1,030","1,089","1,262",738,"2,200","2,689","1,700","1,249","1,383","1,521",496,315,39.1,"3,788","13,328","12,759","12,189","2,921","2,332","12,759","6,356","6,403",99.3,"2,332",903,"1,429",63.2,"14,112","2,435","14,112","11,904",116,52,0,0,0,0,349,0,105,49,12,22,6,155,0,0,0,0,0,"1,691","2,435",56,85,82,"2,031",0,0,"14,285",197,276,486,94,"3,860","4,828","3,642",195,0,991,"11,719","10,609",116,19,310,0,180,485,228,257,"11,390","5,667","5,723"
495,81610,600,359,241,149.0,24,48,140,60,11,156,18,10,80,35,3,10,5,32.1,261,339,339,328,43,18,339,152,187,81.3,18,11,7,157.1,600,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,352,60,0,0,292,248,248,0,0,0,0,0,0,0,0,339,152,187
496,81611,"9,599","5,064","4,535",111.7,258,195,493,532,711,"1,512","1,371","1,753",558,875,914,353,74,41.5,"1,229","8,518","8,370","8,023","1,971","1,341","8,370","4,397","3,973",110.7,"1,341",754,587,128.4,"8,935",664,"8,935","8,194",58,74,0,0,0,0,391,35,165,0,0,70,0,121,0,0,0,0,0,218,664,68,89,101,405,0,0,"8,858",126,163,493,1,623,"1,070",531,108,17,414,"8,529","7,600",52,54,391,0,13,419,160,259,"7,890","4,214","3,676"
497,81612,87,87,0,-,0,0,0,0,0,0,87,0,0,0,0,0,0,-,0,87,87,87,0,0,87,87,0,-,0,0,0,-,87,0,87,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,35,0,0,0,0,52,52,52,0,0,0,35,35,0,0,0,0,0,0,0,0,87,87,0
